screenId,summary
23496,page displays to enter date of birth
23496,screen showing options to enter date of birth
29117,page showing various apps to share
29117,pop up alert with options to share recipe
29117,pop up asking to share recipe through other apps
29117,pop up displaying multiple apps to share
29117,pop up notification for sharing through different apps
23111,display showing the information of a person
23111,image shows information page
23111,information about a drama and cast are showing
23111,page displaying information of an actor from social app
23111,page displaying information of broadcast details
35166,display of a page showing of language translator app
35166,display of screen shows about a language learning app
35166,list of various phrases in chinese language
35166,page displaying about phrases in language learning app
35166,page displaying various categories in language learning application
1732,home screen displaying calculator of a healthcare app
1732,login page
1732,page displaying about the details of mensuration cycle in application
1732,page displaying the mom calculate in an a app
1732,page displaying the ovulation calculator
19158,login credential page for social application
19158,sign in page for an app
19158,sign in page s
19158,sign in page
19158,sign in page
29826,display of screen shows suggestions
29826,display of suggestions to follow in a social app
29826,many profiles are displaying in suggestions
29826,page displaying suggestions of follow people
29826,screen displaying the list of suggestions
19704,display of screen shows about font settings
19704,list of different font styles on word app
19704,page displaying list for fonts
19704,page displaying list of information about text
19704,screen displaying list of font settings
28367,display showing to select age
28367,page displaying list of different age groups
28367,page displaying the question with list of options
28367,page displaying various ages
28367,screen displaying to select the age
24975,page asking a information access permission
24975,pop up asking for download a file
24975,pop up displaying to continue download or not
24975,pop-up displaying the options to mobile training device
24975,pop-up displaying to download the training app
32150,home page displaying multiple videos
32150,page showing options like hide and read
32150,pop up window with multiple options
32150,popup displaying list of information about an application
32150,screen displaying the options in more menu
23903,alert message to select an app for sharing the file
23903,pop up asking to share with other apps
23903,pop up displaying multiple apps to share
23903,pop-up showing the various sharing applications
23903,pop-up with different options for sharing a link
18692,page displaying list of informations
18692,page displaying the list of topics
18692,page displaying with list of different topics
18692,page showing list of options
18692,screen displaying list of topics
29958,home page of a food app
29958,page displaying for food application
29958,starting page of a food app
29958,welcome page of a food delivery app
29958,welcome page with multiple options in food application
31851,introduction page of a tracking application
31851,page displaying instructions in application
31851,page displays instructions in app
31851,welcome page for a navigation app
31851,welcome page
1077,page asking to enter a verification code
1077,page displaying to enter verification code in app
1077,page displaying to enter verification code
1077,page shows the enter option of verification code on application
1077,page to enter verification code for using an app
2428,display showing number of colors
2428,page displaying the different colored light
2428,page showing colored lights on mobile screen
2428,page showing different colored bulb images
2428,screen displaying the various colored lights
30273,display of screen shows a login page
30273,login credential page for social app
30273,login page displaying to enter email and password
30273,login page for an application
30273,login page
12726,page displaying different options to select in mensuration app
12726,page displaying for selecting gender
12726,page displaying the information of the menstrual period tracking
12726,page of a health care app
12726,page showing information from a menstrual app
23589,display of days in a periods tracking app
23589,page asking to select the days
23589,page displaying a question and option with numbers
23589,page displaying to select an option
23589,screen displaying the list of numbers to select the days
30035,log-in page
30035,login and register page for the application with entry details
30035,login page of an advertising app
30035,login page
30035,page showing log in option
29773,page asking location permission on app
29773,page displaying the locations tenacity
29773,pop up displaying with the location permission
29773,pop-up asking to grant location access
29773,pop-up showing location permission for the dictionary app
11395,display page showing of audio app to open with browser
11395,page displaying an application to open in browser
11395,pop up page displayed for confirmation of using an app
11395,pop-up showing the web browser
11395,popup displaying an application to open a file with
13747,page displaying list of chapters in learning app
13747,page displaying list of infections
13747,page displaying the list of bacterial infections
13747,page showing cellulitis chapters
13747,screen displaying list of chapters regarding bacterial infections
10188,displaying a loading page
10188,home page
10188,loading page
10188,loading page
10188,page displaying with loading icon in the application
22325,display of language versions in an ebook app
22325,page displaying an information with delete icon
22325,page displaying an option in the application history
22325,page displaying history information about an application
22325,page is showing histories
11392,app displaying the options about the song
11392,app displaying the options about the song
11392,page displaying listen and broadcast options of a audio app
11392,page of a music player app with the search option
11392,screen displaying to search songs
17387,page displaying for searching teams of an sports application
17387,page displaying list of teams
17387,page displaying list of teams in app
17387,screen displaying a list of football team names with logos
17387,search page to find teams
28108,display of screen shows no new notifications
28108,page displaying a data with menu and more options
28108,page displaying the notifications of on app
28108,page displaying the status of notifications
28108,page shows the empty notification log
18729,page displaying the share options through social apps
18729,page showing various options to share
18729,pop up displaying multiple apps to share
18729,pop up notification for sharing through different apps
18729,pop-up widget displaying sharing apps
22879,display of readings for a periods tracking app
22879,pop up displaying contents of a menstruation application
22879,pop up of an menstrual calendar
22879,pop up page showing the tracker of menstrual cycle
22879,pop-up for set up menstrual calendar options on calendar app
35573,designing page is displaying
35573,display of screen shows to create a design
35573,display showing to create your own design
35573,page displaying to add design
35573,screen displaying contents in design page of a shopping application
11742,display of list of languages to choose
11742,language to be selected form various
11742,page displaying the list of languages with a question
11742,page displaying to select a language
11742,screen displaying the list of languages
26068,display of a weather forecast web-page
26068,loading page displayed of a weather forecast app
26068,page displaying a weather forecast web-page
26068,page displaying to enter zip code
26068,page displaying with website link and about weather alerts
14551,home screen displaying for music app
14551,page displaying the sound setting chat options
14551,page showing multiple replays on app
14551,screen displaying user comments information with date and time
14551,social app page with chat and reply option
31453,different options
31453,multiple options to control an application
31453,page displaying the display options of the screen
31453,page showing home remote control system
31453,screen showing returning home with options
12926,display of a page showing fields of profile information
12926,page asking to enter basic information
12926,page displaying details of a profile
12926,page displaying profile details
12926,page displaying the information of the user
16105,display of a schedule option to turn on
16105,page displaying option for daily schedule
16105,page displaying schedule to turn on or off
16105,page showing schedule option
16105,screen displaying schedule setting option
13327,displaying blank pop up with save option
13327,empty pop page displayed with save option
13327,pop up for saving food items
13327,pop up showing save option
13327,pop-up window showing a category to save
12627,display showing an offers with expire date
12627,page displaying about categories food sale application
12627,page displaying various offers
12627,page displaying various offers of stores
12627,screen displaying multiple featured posters with names
22139,display of screen shows to rate the app
22139,page displaying the farting pig
22139,page displaying to share with friends
22139,page showing a alarm in game application
22139,page showing rate it and share options
1081,introductory page
1081,notification reminder to add a member
1081,page displaying signing in information about an application
1081,page displaying various details to enter to signup for application
1081,page showing add member with continue option
24483,display of an weather forecast application with multiple options
24483,page displaying with event details and few options
24483,page showing duration
24483,screen displaying an image with multiple control options
24483,time running
22558,page displaying the list of phrases
22558,page displaying the multiple numbers list in a all phrases
22558,page is showing all phrases
22558,screen displaying contents in phrases page
22558,screen displaying list of numbers
31130,display of a calendar in an expense tracking app
31130,page displaying a calendar with multiple options
31130,page displaying calendar informations
31130,page displaying calendar with different options
31130,page displaying the various options of the calendar
18297,pop up displaying user information with location details
18297,pop up of suite booking to waitlist
18297,pop up to confirm in an lifestyle app
18297,pop-up displaying order details to confirm
18297,pop-up displaying the details to add to waitlist
10239,cards and accounts in finance app
10239,display of details
10239,page displaying details of an funding application
10239,page displaying information of a cards
10239,screen displaying the messages and rewards folder
19188,display of animal sounds in a ringtones app
19188,page displaying different animal sounds
19188,screen displaying the various animal sound options
19188,screen showing multiple ringtones to select
19188,various animated animal images displayed in a mimic sound app
34258,display of screen shows to choose a theme
34258,page displaying to choose theme in app
34258,page displaying various themes to select
34258,page showing different kinds of themes
34258,screen displaying multiple photo theme options
18953,display of screen shows a location of navigation map
18953,display page to enter location in mapping app
18953,page displaying different locations in an navigation application
18953,page displaying to enter the location in a navigation app
18953,screen displaying search bar to find location in route app
12259,display of screen shows social settings
12259,page displaying settings in social app
12259,page displaying various social accounts
12259,page displaying various social accounts to link
12259,settings option for various social media apps
21332,notification to open an application
21332,pop up alert to open with an application
21332,pop up showing number of applications to open
21332,pop-up to update app via different apps
21332,popup displaying applications to open a file
29979,display of screen shows total statistics
29979,display showing total feeds with details
29979,page displaying with different statistical values
29979,page is displaying total statistical feeds
29979,page is showing total feeds
10126,display of options in a weather app
10126,display of screen shows about a notifier
10126,display settings are on the screen
10126,page displaying about weather display
10126,page displaying to select the clock and weather in app
24453,display of screen shows all books on a page
24453,page displaying various books of a ebook reading app
24453,page showing different books on an app
24453,page showing various books on app
24453,screen displaying the various books
33918,page displaying different networks in tha app
33918,page displaying various different options
33918,page showing different setting categories
33918,page showing networking apps on mobile
33918,page showing the options for network connections
1157,drop down with many options
1157,list of volume adjustment options
1157,page displaying list of informations about a music application
1157,page displaying volume adjustments
1157,pop of showing list of music albums
15833,login credentials page of trading application
15833,login page displaying to enter email and password
15833,sign in page for the application with entry details
15833,sign in page of a social networking app
15833,welcome to the sign in page
24240,display of screen shows about prerequisites
24240,page displaying the prerequisites
24240,page showing results under prerequisites menu
24240,page showing results under prerequisites menu
24240,screen displaying a list of prerequisites
12325,page showing different details in a fitness app
12325,screen displaying the welcome page
12325,welcome page of a fitness app
12325,welcome page of a fitness app
12325,welcome page with option
11461,display page of a payment app
11461,introduction page highlighting menu
11461,notification displaying various options in payment application
11461,page displaying information about application
11461,screen page shows about a new app
34697,page asking for update in a music app
34697,page displaying an update
34697,page displaying update details of the app
34697,page showing list of updated features
34697,update information
18174,display of screen shows overview of a show
18174,page displaying a drama review and description
18174,page displaying an overview of the show in the app
18174,page displaying episode details in an streaming application
18174,page displaying for entertainment app
25049,display of screen shows about weather headlines
25049,list of options in a weather forecasting app
25049,screen displaying multiple options in a weather forecast application
25049,screen displaying the list of options in menu
25049,screen displaying the options in more menu
35652,pop up to upgrade a application
35652,page displaying the information about downloading social apps
35652,pop up shows to upgrade an account
35652,pop-up displaying to upgrade an app
35652,popup showing a upgrading option
13726,page displaying details of a food item
13726,page displaying greens
13726,page displaying information about a recipe
13726,page displaying the preparation of greens dish
13726,page showing multiple options on app
34907,display of screen shows general settings
34907,general settings page
34907,page displaying options in general settings
34907,page displaying the multiple general setting
34907,page showing different general options
25607,log in page for the application with entry details
25607,login page for anime app
25607,login page of an account
25607,login page
25607,screen displaying the login page
34398,page displaying setting option in a tracking app
34398,page displaying with tracker setting and few options
34398,page showing settings with info and emergency contacts in application
34398,screen displaying the tracker options in settings tab
34398,settings page with various options
25932,list of categories in online shopping application
25932,page different the different categories of the app
25932,page displaying the different categories
25932,page is showing all categories
25932,screen displaying of food applications
2021,contact of a person with mobile number and name
2021,page displaying contact details
2021,page displaying contact details with edit option
2021,page displaying details about contact with other options
2021,page displaying the contact details
23501,page displaying customers information
23501,page displaying to add customers in business app
23501,page is showing add new customer account option in application
23501,page showing information of customer accounts
23501,screen display customer accounts page of a trading app
34358,display of flight search details in a travel app
34358,page displaying to book with options in an traveler app
34358,page showing search bar to find hotels in booking app
34358,screen displaying about booking application
34358,search page for hotels and flights on booking app
29975,page displaying for a babycare application
29975,page displaying the list of breastfeeding
29975,page displays to add feed in app
29975,page showing about breast feeding on app
29975,screen displaying about feeding application
20365,display of loading page with other options
20365,display of screen shows about wish list
20365,displaying search box in wish list option
20365,loading page with search and other options
20365,page displaying the wish list
19166,app sign up page with other options
19166,introductory page of a website
19166,page showing front page of marketing app
19166,sign in page for an application
19166,sign-in page
1608,display showing information about an application
1608,page displaying for a sports news application
1608,page displaying options for game in social app
1608,page displaying the details about live audio news
1608,page showing details of a live audio event
31972,display of screen shows about update
31972,display of version details for a social app
31972,notification displaying latest software details
31972,pop up displaying about the app
31972,pop-up displaying information about an application
25961,page displaying to buy a product of an shopping application
25961,display of searched product details in a shopping app
25961,page displaying a product and its cost
25961,page displaying bedding for sale in the app
25961,page displaying search results of an shopping app
15067,display of a page showing of birthday tracking app
15067,display showing about an application
15067,page displaying about birthdays in important dates reminder app
15067,page displaying the details
15067,screen showing about
19788,app asking to enter code for verification
19788,display of a page showing security code for app
19788,page asking to enter code for verification
19788,page displaying a profile with keypad
19788,page displaying to enter the code
26012,introductory page of a website
26012,login page for social app
26012,login page
26012,page showing sign in options of gaming app
26012,welcome page for a social app
13443,page displaying to create account of an dating application
13443,display of user details to create account in dating app
13443,page asking to enter details to create an account
13443,page showing personal information on app
13443,page to create an account for an app
3546,display of profile details to update for an account
3546,page displaying a profile details
3546,page displaying profile details
3546,page displaying the details of the profile
3546,page displaying the user profile
23559,page displaying image information about an application
23559,page displaying thank you for choosing this app notification
23559,page displaying the product usage
23559,screen showing closing page
23559,welcome page
3494,account create page in a shopping app
3494,page asking to fill the credentials to create account
3494,page displaying about create an account and fill the details
3494,page displaying details to be entered
3494,page displaying with entry details to setup to create account
12248,display of options in a fitness train app
12248,list with various options
12248,page of a workout application
12248,page showing levels for workout
12248,page shows various levels of workout tips on fitness app
2935,app page contains account holder details and edit option
2935,page displaying user account details
2935,page showing account information
2935,preferences page displayed
2935,screen showing preferences page
30200,login page of a car maintenance app
30200,login page of a fuel app
30200,login page of a social app
30200,login page
30200,login page
19662,chat window opened for the contact
19662,display of a chat screen in a dating app
19662,display of a page showing of dating app
19662,page displaying a message
19662,social app page of personal chat with options
24724,page displaying about the app
24724,page displaying customize information about an application
24724,page displaying list of options
24724,page displaying multiple settings options
24724,page showing options of version of app
11851,list of options available in the app
11851,page dispalying multiple options regarding cars
11851,page displaying list of new cars
11851,page displaying multiple options in a car application
11851,page displaying various options about cars
23727,different parameters are showing on the page
23727,interface with personal info fields in a health based app
23727,page displaying general details of an individual
23727,page displaying general information about user
23727,page displaying list of general information in app
29580,displaying various options in information page
29580,information page displayed of a online app
29580,page consist the information of the app
29580,page displaying list of information about an application
29580,page showing information of various categories
15300,options to enter contact details
15300,page asking to enter phone number and country
15300,page displaying mobile number with next option
15300,page displaying with details of a contact number
15300,page to enter phone number to create an account
28746,page displaying different themes
28746,page displaying the categories of themes
28746,page displaying the different themes
28746,page displays different themes in app
28746,screen displaying different kinds of themes
2537,display of screen shows the real time traffic
2537,display page
2537,one instance is showing in the page with cost details
2537,page displaying empty traffic info
2537,screen displaying the real time traffic page
33768,log in page for a fitness app
33768,login page for fitness app
33768,login page
33768,screen displaying the login page
33768,sign in page displayed
26504,display of screen shows payment methods
26504,display showing number of payment methods
26504,notification displaying various payments applications
26504,page displaying different payment methods
26504,page displaying the various types of payment method
27872,page displaying the contact information of the user
27872,pop up page displaying various details to be filled
27872,pop-up asking to fill the contact info
27872,pop-up to enter contact information for an account
27872,push up displaying to enter details
30430,display of screen shows emoticons
30430,display shows different options in emoji application
30430,page displaying different categories with other options
30430,page displaying list of emojis
30430,page displaying the list of emojis categories
11102,alert message to select an app to open a file
11102,open page to select through which browser to complete action
11102,pop up displaying apps to open a file
11102,pop up displaying to open the page
11102,popup showing open option to browser
16634,background sync option in network setting page
16634,display of screen shows network settings
16634,display showing network page for background sync
16634,page displays to sync background in app
16634,page showing background sync option
31406,home page for the application with setting option
31406,page of a hide app icon
31406,page previewing the icon message
31406,pop-up displaying the hide app icon notification
31406,welcome page hider
13147,log-in page of a travel app
13147,notification displaying various sign in options
13147,page displaying to login of an traveler application
13147,pop up displaying sign up option
13147,pop up sign up page displayed of travel bookings app
25958,display showing number of products in a shopping app
25958,list of products of a shopping app
25958,page displaying products with prices in shopping app
25958,page displays different products in shopping app
25958,screen shows products on an shopping app
33654,display of news articles in a sports app
33654,display showing news about sports
33654,page displaying the latest news
33654,page displaying various news in game app
33654,screen displaying multiple sport articles information
24374,page asking to select service
24374,page displaying for ticket booking app
24374,page showing select service
24374,travel ticket booking app with listed services
24374,various preferences displayed of a travel bookings app
35576,list of options in a settings page
35576,list of options under settings
35576,page displaying settings in the phone
35576,page displaying the various options of settings
35576,setting page displaying various options
26198,alerts accept setting
26198,display showing to accept alerts
26198,page displaying about alerts on deals
26198,screen displaying the accept option on deals alert
26198,welcome page displaying to accept or not
29156,display of selecting goals in a fitness app
29156,page displaying image information about a fitness training application
29156,page displaying to select area of training in fitness app
29156,page displaying to select training focus in a fitness app
29156,page showing different body targets from workout app
11349,page displaying list of articles in a news app
11349,page displaying the news of top stories
11349,page displaying various articles
11349,page shows the various top stories on news app
11349,screen displaying the stories
31411,introductory page
31411,page displaying information about the application
31411,page displaying the contact details of social app
31411,preview page showing to import private contacts in the app
31411,screen displaying features information
32582,page displaying image informations about an application
32582,page displaying options to select a picture
32582,page displaying to select image source
32582,page showing select image source
32582,screen displaying the to choose image from file
1476,pop up displaying to shop now of an shopping application
1476,pop up reminder to shop now
1476,pop-up displaying about an offer in shopping app
1476,pop-up displaying option to shop in a shopping app
1476,pop-up with options in a shopping based app
22751,display of a graphics in a gaming app
22751,display of a page showing of gps location tracking app
22751,page displaying of maps for the bicycle ride
22751,page displaying with maps for the bicycle ride
22751,page showing about places on map
24735,display page for a shopping app
24735,page displaying a shopping app
24735,page displaying information about a shopping application
24735,page displaying the the payments applications
24735,page displaying to add items in a selling app
15322,notification displaying a calendar with selected date
15322,page displaying the date month and year
15322,pop up page showing of calendar for app
15322,pop up showing a calendar
15322,pop-up showing the date in a calender
24902,display showing news
24902,notification displaying various channels
24902,page displaying all channels in television app
24902,page displaying list of news categories
24902,page of a tv app showing the channels
29572,display showing number of categories
29572,page displaying information about japanese learning application
29572,page displaying the list of japanese phrases
29572,page displaying with menu of phrases
29572,page showing information about phrases
13942,list of paper planes in art and craft app
13942,page displaying list of paper planes
13942,page showing different paper planes on an app
13942,page showing various paper planes
13942,page with various plane options to learn using steps
16787,one photo is displaying in gallery
16787,page displaying a photo in gallery app
16787,page displaying an image
16787,page displaying an image in gallery application
16787,screen displaying an image
22762,continue page
22762,pop up displaying to continue using social app
22762,pop up showing information of profile
22762,pop up showing to allow access for app
22762,pop-up asking permissions to access the profile details
35036,display of a page showing of yoga fitness app
35036,initial page of a fitness application
35036,page displaying about the details of yoga programs
35036,page displaying details in fitness app
35036,screen displaying multiple workout information
12914,display page of settings
12914,multiple options under notification settings
12914,page displaying list of settings in a shopping application
12914,page showing different setting options on an app
12914,screen displaying notification settings with toggle icon
25482,displaying phone number verification page
25482,login credential page for social app
25482,login page to contact number verfication
25482,screen is showing phone number verification page
25482,verification page for a shopping app
34001,app showing diaper change time with date
34001,display of a reminder in a baby care app
34001,display page
34001,page displaying information about diapers
34001,page shows the date and time details of diaper
16294,display of locations
16294,page displaying multiple options
16294,page displays search bar to search for location in app
16294,screen displaying a map view and a search bar
16294,screen showing search bar to find locations nearby me
12230,page displaying to do job search in a employment app
12230,screen page of a job hunting application
12230,screen showing no jobs to display in an job application
12230,search bar to find a job in career application
12230,search bar to search for jobs in app
16894,blank page under search menu
16894,page displaying the list of saved searches
16894,page displaying with no results for the saved search
16894,page showing you do n't have any saved searches in application
16894,screen displaying message for a search
30439,display of screen shows photos in a gallery
30439,page displaying different images in an album
30439,page displaying displaying different images of an photo app
30439,page displaying various images
30439,page showing various images in gallery
2561,display showing different type of categories
2561,home page of a business app
2561,page displaying various departments with search bar in service app
2561,page displays different services in app
2561,screen displaying different types of business
23353,page displaying list of options
23353,pop up displaying introduction to the app
23353,pop up message for and much more with options
23353,pop-up displaying more features
23353,travel guide app with listed options
15324,display of screen shows a status
15324,page displaying multiple posts
15324,page displaying with updates in application
15324,page screen displaying several post in a social app
15324,screen displaying multiple user profiles information in a social application
17958,log in credential page for an application
17958,login credential page of a banking application
17958,sign in page
17958,sign in page
17958,sign in page
35364,display of screen shows about a banking app
35364,display showing a banking application
35364,home page of a bank app
35364,home page of a mobile rewards app
35364,screen displaying the various feature of a bank app
34714,list of baby stores available in the app
34714,page displaying options for stores
34714,page displaying the christmas collection for every style
34714,page shows the various stores to choose on shopping app
34714,screen displaying the specialty page with list of options
23648,display of list of apps to share invitation
23648,page asking to choose an app to invite friends
23648,page displaying various applications to invite
23648,pop up showing different invite options to select
23648,pop up showing different inviting options
1687,display showing number of languages
1687,list of language options and buttons
1687,page displaying to choose language
1687,screen displaying a list of language names
1687,screen showing list of various languages
26080,page displaying the sign in details
26080,sign in page by using phone number
26080,sign up page of an account
26080,sign up page
26080,sign-up page
24466,blank page displaying to search cars
24466,page displaying about booking the trips
24466,page displaying the book a trip
24466,page displaying to search cars in booking application
24466,screen displaying booking information in an e-hailing application
18562,app page contains register option with personal information
18562,page showing login credentials on app
18562,registration page
18562,registration page with credentials is available in the app
18562,screen showing registration page
22582,display of a calendar with a date
22582,pop up shows to set date and year
22582,pop-up displaying a calendar
22582,pop-up showing a calendar to select a date
22582,pop-up to choose the date
28442,country select page in a gps navigation app
28442,page asking to mention country
28442,page asking to select the country to continue of app
28442,screen displaying the country option to continue
28442,starting page of a radar detecting app
15295,display of a launcher to install
15295,page asking to install the launcher
15295,page displaying install information about an application
15295,page displaying the installation
15295,screen page displaying a theme to install
14630,page displaying options of different cats
14630,page displaying various cat sounds
14630,page displaying various images of cats
14630,page showing pictures of cats
14630,various cat mimic audio displayed
23936,introductory page of a recruiting app
23936,login page displayed of an fitness app
23936,login page of a sports account
23936,screen showing login page
23936,welcome page for an app
11631,about page
11631,display of information about a weather app
11631,display of screen shows general information
11631,page displaying the version
11631,page displaying with information about the application
1045,notification displaying the instructions in news application
1045,page showing information about television
1045,popup displaying multiple options in a news app
1045,tv application page with instructions to use the application
1045,various steps to set up an app
31944,menu of options
31944,page displaying the information of the online messages
31944,page displaying with various online conversations
31944,screen displaying list of messages
31944,screen shows a page of online messages
23654,display of a page showing of education app
23654,display of search page to find school
23654,display showing search bar to find schools
23654,page asking to find a school on an educational app
23654,page displaying search option for school
21941,log in page
21941,login page of an social app
21941,sign in page
21941,welcome page for an application
21941,welcome page of a social application
21515,display of screen shows a search for location
21515,page displaying the search bar to search the location
21515,page displaying to find current location
21515,page displaying to find the location in navigation application
21515,search bar of a location in app
21962,page displaying information about a web page
21962,pop up confirmation page displayed regarding info
21962,pop up displaying the web page info
21962,pop up screen of info showing app details
21962,pop-up displaying no webpage found
29092,page asking for upgrade
29092,page displaying details to buy an application
29092,page displaying to upgrade the app
29092,page showing an unlock option
29092,upgrading page
26818,display of page loading icon
26818,loading page being displayed in the app
26818,page that is still loading
26818,screen displaying a blank with loading icon
26818,screen displaying the blank page
26355,list of options under settings
26355,page displaying different setting options available in application
26355,page displaying list of settings in app
26355,page displaying list of options for settings
26355,page displaying settings information about an application
15430,pop up to edit the information
15430,pop up displaying user profile information and a social icon
15430,pop up showing security information of an social app
15430,pop-up to continue to a profile on an app
15430,popup showing you to continue in a video app
10727,display of inbox page for a mail app
10727,display of screen shows messages on an email
10727,displaying various messages in inbox page
10727,mails in inbox are displaying
10727,page displaying inbox of messages in an social application
25040,display of screen shows weather notifications
25040,notification settings for a weather app are displaying
25040,page displaying notifications in weather app
25040,page showing notifications from a meteorology app
25040,screen page displaying various options in weather application
30414,enter policy number to activate account on financial app
30414,page displaying details to be entered
30414,page displaying to enter personal information in app
30414,page displaying various details to enter with continue option
30414,page showing account policy details
31559,display of screen shows near by places
31559,page displaying various images
31559,page displaying various profiles on social app
31559,page of a social website
31559,screen page of a social application
17486,display of artists in a music player app
17486,page displaying different songs available in application
17486,page displaying songs in a music app
17486,page displaying with songs list for artists
17486,screen displaying artists page in a music player app
16906,page displaying options to connect
16906,page displaying vpn connection settings
16906,screen displaying the internet connection instructions
16906,welcome page of a vpn app
16906,welcome page of the social app
29788,page displaying different activities
29788,page displaying multiple articles s
29788,page displaying the list of blogs
29788,page displaying the search bar result
29788,page displaying various articles
20618,display of a reminder in a fitness app
20618,page displaying calories and duration in a fitness app
20618,page displaying multiple results
20618,page of a workout app
20618,page showing the activities for day one
32270,pop up message of now you can input manually
32270,pop up notification
32270,pop-up displaying the guide of tools
32270,pop-up showing a complete option
32270,screen displaying demo instructions to access an application
14856,page displaying different options
14856,page displaying multiple options
14856,page displaying the two sliders with the sharing option
14856,page showing options on a sound app
14856,volume control bars are showing
20241,display of a page showing various images for app
20241,home screen displaying multiple images
20241,page displaying different images
20241,page displaying list of images
20241,page displaying with multiple meme images
26760,display of scanning an image in a scanner app
26760,display on screen shows a cropped image on gallery
26760,display showing an image with scanner
26760,image showing a bar code scanner
26760,page showing scanner on app
26236,display of screen shows information
26236,guide for a ott app
26236,page displaying guide information
26236,page showing guide for membership in entertainment app
26236,screen displaying to guide for an application
30649,pop up asks to open with other options
30649,pop up displaying different options for opening the page
30649,pop up displaying to open the page
30649,pop-up showing the options to open a browser
30649,popup showing open option to browser
27104,display page to reload cards
27104,page displaying an error message
27104,reloading page of a financial app
27104,result page showing error message in payment app
27104,screen displaying the manage cards page
30681,display on option for video player
30681,display page showing of play mode for music app
30681,displaying an image in play mode page
30681,screen displaying an image with different options
30681,screen displaying the welcome page of sports app
29472,list of different styles available in the app
29472,page asking to select a style in photo editing application
29472,page showing different styles on a photo editing app
29472,page showing select style
29472,screen page displaying to select various image styles
35113,introductory page
35113,notification displaying an information
35113,page of a financial app
35113,screen is showing you can spend earned bonuses for applications
35113,welcome page displaying
31731,display of screen shows about a poet assistant
31731,introductory page
31731,page displaying information about an poet assistant
31731,page displaying the version of the app
31731,page displaying various information in learning application
21222,display showing different type of items made with furniture
21222,page displays list of products in shopping apps
21222,page showing list of products on a shopping app
21222,screen displaying pictures of dining tables
21222,screen page of a shopping application
28481,english to other language translation dictionary page
28481,notification displaying list of various languages
28481,page displaying the various countries dictionary
28481,pop up displaying multiple dictionary names
28481,pop-up window displaying many languages for translation
20174,display showing to enter phone number
20174,page asking to enter phone number for sending code
20174,page displaying data to be entered
20174,page showing enter your phone number
20174,page showing to enter phone number
23398,display showing help page
23398,list of options under help
23398,page displaying list of options for help
23398,page displaying more options for knowledge base
23398,screen is showing help page
1141,display showing number of categories in a shopping app
1141,home page of a shopping app is displaying
1141,home screen displaying for shopping app
1141,page displaying different categories available in shopping application
1141,page displaying with different categories in shopping application
13714,notification displaying a reminder in calendar application
13714,page display about events and dates
13714,pop up displaying the different options an a app
13714,pop up displaying to add events
13714,pop-up displaying to add events
21027,page displaying different setting options available in application
21027,page displaying settings information about an application
21027,page displaying with list of different settings with different aspects
21027,page showing settings options of app
21027,screen displaying multiple setting options
13340,page displaying preferences information
13340,page displaying the multiple setting options
13340,page displaying various details
13340,page with different preference options
13340,screen displaying list of settings
15912,notification to open with different kinds of services
15912,page displaying with application options for browsing
15912,page showing of bus booking app to open with browser
15912,pop up displaying multiple icons with names
15912,pop up shows to open with other app
23988,display showing number of videos
23988,list of videos in a video player app
23988,list of videos in a video player application
